,survival,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,embark_town,alive,alone,family_size
834,0,3,male,-0.9720607781359979,0,0,-0.7397840157998277,S,Third,man,True,S,no,True,0
836,0,3,male,-0.6910310616616139,0,0,-0.7130790201042877,S,Third,man,True,S,no,True,0
839,1,1,male,0.12387246031513621,0,0,0.8367315921575783,C,First,man,True,C,yes,True,0
840,0,3,male,-0.7847076338197417,0,0,-0.7674098734159038,S,Third,man,True,S,no,True,0
841,0,2,male,-1.1594139224522537,0,0,-0.577712317785515,S,Second,man,True,S,no,True,0
842,1,1,female,0.15205808776153817,0,0,0.9325012318933086,C,First,woman,False,C,yes,True,0
843,0,3,male,0.5736026624731142,0,0,-0.8769924419596722,C,Third,man,True,C,no,True,0
845,0,3,male,1.2761769536590737,0,0,-0.7950357310319799,S,Third,man,True,S,no,True,0
847,0,3,male,0.620440948552178,0,0,-0.7695610068622756,C,Third,man,True,C,no,True,0
848,0,2,male,-0.03529505655471765,0,1,1.0798391391790478,S,Second,man,True,S,no,False,1
850,0,3,male,-2.2835327883497896,4,2,0.9527601941450976,S,Third,child,False,S,no,False,6
852,0,3,female,-1.8151499275591494,1,1,-0.2280941975871853,C,Third,child,False,C,no,False,2
853,1,1,female,-1.1594139224522537,0,1,1.5513204424934122,S,First,woman,False,S,yes,False,1
854,0,2,female,1.46353009797533,1,0,0.5641564636789616,S,Second,woman,False,S,no,False,1
855,1,3,female,-0.9720607781359979,0,1,-0.6624316144748149,S,Third,woman,False,S,yes,False,1
857,1,1,male,2.1192661030822255,0,0,0.6046743881825396,S,First,man,True,S,yes,True,0
858,1,3,female,-0.41000134518722986,0,3,0.06750247890482834,C,Third,woman,False,C,yes,False,3
860,0,3,male,1.182500381500946,2,0,-0.31189263235594916,S,Third,man,True,S,no,False,2
861,0,2,male,-0.6910310616616139,1,0,-0.5040433641426455,S,Second,man,True,S,no,False,1
862,1,1,female,1.8382363866078417,0,0,0.5589407017610465,S,First,woman,False,S,yes,True,0
864,0,2,male,-0.41000134518722986,0,0,-0.39353993367834134,S,Second,man,True,S,no,True,0
865,1,2,female,1.2761769536590737,0,0,-0.39353993367834134,S,Second,woman,False,S,yes,True,0
866,1,2,female,-0.12897162871284584,1,0,-0.33030987076666657,C,Second,woman,False,C,yes,False,1
867,0,1,male,0.2457346599196658,0,0,2.3687364183239628,S,First,man,True,S,no,True,0
868,0,3,male,0.12387246031513621,0,0,-0.6513812714283845,S,Third,man,True,S,no,True,0
869,1,3,male,-2.2835327883497896,1,1,-0.5310577694434857,S,Third,child,False,S,yes,False,2
871,1,1,female,1.7445598144497136,1,1,2.520376592502445,S,First,woman,False,S,yes,False,2
872,0,1,male,0.43308780423592214,0,0,-0.982891562821297,S,First,man,True,S,no,True,0
873,0,3,male,1.7445598144497136,0,0,-0.6882157482498191,S,Third,man,True,S,no,True,0
874,1,2,female,-0.03529505655471765,1,0,0.4168185563932226,C,Second,woman,False,C,yes,False,1
875,1,3,female,-1.2530904946103816,0,0,-0.8189781409659125,C,Third,child,False,C,yes,True,0
876,0,3,male,-0.7847076338197417,0,0,-0.6259065472586802,S,Third,man,True,S,no,True,0
880,1,2,female,-0.31632477302910195,0,1,0.5641564636789616,S,Second,woman,False,S,yes,False,1
881,0,3,male,0.43308780423592214,0,0,-0.7695610068622756,S,Third,man,True,S,no,True,0
882,0,3,female,-0.5973544895034857,0,0,-0.5764820462596791,S,Third,woman,False,S,no,True,0
883,0,2,male,-0.03529505655471765,0,0,-0.577712317785515,S,Second,man,True,S,no,True,0
885,0,3,female,0.9951472371846896,0,5,0.7943719438129285,Q,Third,woman,False,Q,no,False,5
887,1,1,female,-0.8783842059778697,0,0,0.8588322782504392,S,First,woman,False,S,yes,True,0
888,0,3,female,0.12387246031513621,1,2,0.37630063188964424,S,Third,woman,False,S,no,False,3
889,1,1,male,-0.222648200870974,0,0,0.8588322782504392,C,First,man,True,C,yes,True,0
890,0,3,male,0.339411232077794,0,0,-0.780301940303406,Q,Third,man,True,Q,no,True,0
